fund_slug,description
egirlcapital,Team member: CryptoCatVC | Roles: Investor | Available links: Twitter
egirlcapital,Team member: DegenSpartan | Roles: Investor | Available links: Twitter
egirlcapital,Team member: devops199fan | Roles: Investor | Available links: Twitter
egirlcapital,Team member: hedgedhog | Roles: Investor | Available links: Twitter
egirlcapital,Team member: mewny | Roles: Investor | Available links: Twitter
egirlcapital,Team member: Scupy Trooples | Roles: Investor | Available links: Twitter
fabric-ventures,"Team member: Richard Muirhead | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Max Mersch | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Anastasiya Belyaeva | Roles: Co-Founder | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Anil Hansjee | Roles: General Partner | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Alain Falys | Roles: Venture Partner | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Christina Frankopan | Roles: Venture Partner | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Ian Emerson | Roles: Chief of Staff | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Thomas Crow | Roles: Invest Team | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Fynn Brinkmann | Roles: Invest Team | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Julien Thevenard | Roles: Invest Team | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Lata Persson | Roles: Invest Team | Available links: LinkedIn, Twitter"
fabric-ventures,"Team member: Michael Jackson | Roles: Board Member | Available links: LinkedIn, Twitter"
mechanism-capital,"Team member: Andrew Kang | Available links: LinkedIn, Twitter"
mechanism-capital,"Team member: Marc Weinstein | Available links: LinkedIn, Twitter"
mechanism-capital,"Team member: Steve Cho | Roles: General Partner | Available links: LinkedIn, Twitter"
mechanism-capital,Team member: Shayaan Nackvi | Roles: COO | Available links: LinkedIn
mechanism-capital,Team member: Roland Roventa | Roles: Investment Principal | Available links: LinkedIn
dwf-labs,"Team member: Andrei Grachev | Roles: Managing Partner | Available links: LinkedIn, Twitter"
dwf-labs,Team member: Heng Yu Lee | Roles: Founding Partner | Available links: LinkedIn
dwf-labs,Team member: Lingling Jiang | Roles: Business Partner | Available links: LinkedIn
dwf-labs,"Team member: Alessia Baumgartner | Roles: Business Partner | Available links: LinkedIn, Twitter"
dwf-labs,"Team member: Jorinda Hsu | Roles: Business Partner | Available links: LinkedIn, Twitter"
dwf-labs,"Team member: Stefano Virgilli | Roles: Business Partner | Available links: LinkedIn, Twitter"
dwf-labs,Team member: Derrick Lui | Roles: Business Partner | Available links: LinkedIn
dwf-labs,Team member: Zac Zou | Roles: Partner | Available links: LinkedIn
hashed-fund,Team member: Ryan Sungho Kim | Available links: LinkedIn
hashed-fund,"Team member: Ethan Kyuntae Kim | Available links: LinkedIn, Twitter"
hashed-fund,"Team member: Simon Seojoon Kim | Available links: LinkedIn, Twitter"
hashed-fund,"Team member: Baek Kim | Roles: General Partner | Available links: LinkedIn, Twitter"
hashed-fund,Team member: Sean Hong | Available links: LinkedIn
hashed-fund,Team member: Edward Hong | Roles: Chief Platform Officer | Available links: Twitter
hashed-fund,"Team member: Tak Lee | Roles: Venture Partner | Available links: LinkedIn, Twitter"
hashed-fund,"Team member: Medha Srivastava | Roles: General Counsel | Available links: LinkedIn, Twitter"
hashed-fund,"Team member: Jun Park | Roles: Senior Associate | Available links: LinkedIn, Twitter"
hashed-fund,Team member: Edward Tan | Roles: Senior Associate | Available links: Twitter
hashed-fund,Team member: SJ Baek | Roles: Senior Associate | Available links: LinkedIn
hashed-fund,"Team member: Dan Park | Roles: Research Associate | Available links: LinkedIn, Twitter"
hashed-fund,Team member: Shasank Konger | Roles: Legal Associate | Available links: LinkedIn
hashed-fund,Team member: Jake Kim | Roles: Associate | Available links: LinkedIn
bain-capital-crypto,"Team member: Kevin Zhang | Roles: Venture Partner | Available links: LinkedIn, Twitter"
bain-capital-crypto,"Team member: Irene Wu | Roles: Venture Partner | Available links: LinkedIn, Twitter"
bain-capital-crypto,"Team member: Mandy Campbell | Available links: LinkedIn, Twitter"
bain-capital-crypto,"Team member: Stefan Cohen | Roles: Partner | Available links: LinkedIn, Twitter"
bain-capital-crypto,"Team member: Theo Diamandis | Roles: Research Partner | Available links: LinkedIn, Twitter"
bain-capital-crypto,Team member: Alex Evans | Roles: Partner | Available links: Twitter
bain-capital-crypto,"Team member: Parth Chopra | Roles: Principal | Available links: LinkedIn, Twitter"
bain-capital-crypto,"Team member: Khurram Dara | Available links: LinkedIn, Twitter"
1-confirmation,"Team member: Nick Tomaino | Available links: LinkedIn, Twitter"
1-confirmation,Team member: Frank Hourigan | Available links: LinkedIn
1-confirmation,Team member: Mike Tomaino | Roles: Partner
1-confirmation,Team member: Josh Guttman | Roles: Advisor | Available links: LinkedIn
tribecapital,"Team member: Arjun Sethi | Available links: LinkedIn, Twitter, Website"
tribecapital,Team member: Jonathan Hsu | Available links: LinkedIn
tribecapital,"Team member: Ted Maidenberg | Available links: LinkedIn, Twitter"
tribecapital,"Team member: Jared Madfes | Available links: LinkedIn, Twitter"
tribecapital,"Team member: Alex Chee | Roles: Co-Founding Partner | Available links: LinkedIn, Twitter"
tribecapital,"Team member: Boris Revsin | Available links: LinkedIn, Twitter"
tribecapital,"Team member: Prateek Alsi | Available links: LinkedIn, Twitter"
tribecapital,"Team member: Jake Ellowitz | Available links: LinkedIn, Twitter"
tribecapital,Team member: Ik Kanu | Roles: Venture Partner | Available links: LinkedIn
tribecapital,Team member: Arman Zand | Roles: Venture Partner | Available links: LinkedIn
tribecapital,"Team member: Omar Chohan | Roles: Venture Partner | Available links: LinkedIn, Twitter"
tribecapital,Team member: Paula Hajduczenia | Roles: Venture Partner | Available links: LinkedIn
tribecapital,Team member: Aniko Szigetvari | Roles: Venture Partner | Available links: LinkedIn
tribecapital,Team member: Denis Titov | Roles: Venture Partner | Available links: LinkedIn
tribecapital,"Team member: Vijay Chetty | Roles: Venture Partner | Available links: LinkedIn, Twitter"
tribecapital,Team member: Spencer Kaye | Roles: Venture Partner | Available links: LinkedIn
tribecapital,"Team member: Raaid Hossain | Roles: Venture Partner | Available links: LinkedIn, Twitter"
tribecapital,"Team member: Mark Trevitt | Roles: Venture Partner | Available links: LinkedIn, Twitter"
tribecapital,"Team member: Kavin Stewart | Roles: Venture Partner | Available links: LinkedIn, Twitter"
tribecapital,Team member: Ailbhe Dempsey | Roles: Partner | Available links: LinkedIn
tribecapital,Team member: Andrew ‎Przybylski | Roles: Partner | Available links: LinkedIn
tribecapital,"Team member: Brendan Moore | Available links: LinkedIn, Twitter"
tribecapital,Team member: Ankush Sehgal | Roles: EIR | Available links: LinkedIn
tribecapital,Team member: Justin Kathan | Roles: EIR | Available links: LinkedIn
tribecapital,Team member: Jai Malhotra | Roles: Principal | Available links: LinkedIn
tribecapital,"Team member: Evan Park | Roles: Investment Associate | Available links: LinkedIn, Twitter, Website"
tribecapital,Team member: Francis Zhan | Roles: Investment Associate | Available links: LinkedIn
tribecapital,"Team member: Juan Abundes | Roles: Venture Advisor | Available links: LinkedIn, Twitter"
tribecapital,"Team member: Mansur Wadalawala | Available links: LinkedIn, Twitter"
tribecapital,"Team member: Rena Shah | Roles: Advisor | Available links: LinkedIn, Twitter"
tribecapital,"Team member: Pablo Solano | Roles: Advisor | Available links: LinkedIn, Twitter"
redpoint,"Team member: Geoff Yang | Available links: LinkedIn, Twitter"
redpoint,Team member: John Walecka | Available links: LinkedIn
redpoint,"Team member: Chris Moore | Roles: Partner | Available links: LinkedIn, Twitter"
redpoint,Team member: Brad Jones | Available links: LinkedIn
redpoint,Team member: Tim Haley | Roles: Managing Director | Available links: LinkedIn
redpoint,Team member: Tom Dyal | Roles: Managing Director | Available links: LinkedIn
redpoint,Team member: Jeff Brody | Available links: LinkedIn
redpoint,Team member: Jeffrey Cheng | Roles: General Counsel
redpoint,Team member: Atli Thorkelsson | Roles: VP of Talent Network | Available links: LinkedIn
redpoint,Team member: Santiago Regan | Roles: Director of Business Development | Available links: LinkedIn
redpoint,"Team member: Josh Machiz | Roles: Partner | Available links: LinkedIn, Twitter"
redpoint,"Team member: Ashley Law | Roles: Director of Events | Available links: LinkedIn, Twitter"
redpoint,Team member: Enzo Wiener | Roles: Vice President | Available links: LinkedIn
redpoint,"Team member: Sai Senthilkumar | Roles: Partner | Available links: LinkedIn, Twitter"
redpoint,"Team member: Jordan Segall | Roles: Partner | Available links: LinkedIn, Twitter"
redpoint,"Team member: Scott Raney | Roles: Managing Director | Available links: LinkedIn, Twitter"
redpoint,"Team member: Annie Kadavy | Roles: Managing Director | Available links: LinkedIn, Twitter"
redpoint,Team member: Elliot Geidt | Roles: Managing Director | Available links: LinkedIn
redpoint,"Team member: Jacob Effron | Roles: Partner | Available links: LinkedIn, Twitter"
redpoint,Team member: Satish Dharmaraj | Roles: Managing Director | Available links: LinkedIn
redpoint,Team member: Lydia Day | Roles: Associate | Available links: LinkedIn
redpoint,"Team member: Meera Clark | Roles: Principal | Available links: LinkedIn, Twitter"
redpoint,"Team member: Patrick Chase | Roles: Partner | Available links: LinkedIn, Twitter"
redpoint,"Team member: Erica Brescia | Roles: Managing Director | Available links: LinkedIn, Twitter"
redpoint,"Team member: Alex Bard | Roles: Managing Director | Available links: LinkedIn, Twitter"
redpoint,Team member: Adil Bhatia | Roles: Vice President | Available links: LinkedIn
redpoint,"Team member: Urvashi Barooah | Roles: Partner | Available links: LinkedIn, Twitter"
redpoint,"Team member: Logan Bartlett | Roles: Managing Director | Available links: LinkedIn, Twitter"
sinoglobalcapital,Team member: Matthew Graham | Available links: LinkedIn
sinoglobalcapital,Team member: Haru Chen | Roles: Partner
sinoglobalcapital,"Team member: Dermot McGrath | Available links: LinkedIn, Twitter"
sinoglobalcapital,Team member: Thomas Tang | Roles: Head of Investments | Available links: Twitter
sinoglobalcapital,Team member: Ian Wittkopp | Roles: Venture Partner | Available links: LinkedIn
sinoglobalcapital,Team member: Joven Wu | Roles: Principal
sinoglobalcapital,Team member: Pavel Kuznetsov | Roles: Head of Post Investment Support | Available links: LinkedIn
sinoglobalcapital,Team member: Reem Elgohary | Roles: Head of Production | Available links: Twitter
genblock-capital,Team member: Bilal Junaid | Roles: Founder | Available links: LinkedIn
ava-labs,"Team member: Emin Gun Sirer | Available links: LinkedIn, Twitter"
ava-labs,"Team member: Kevin Sekniqi | Roles: Co-Founder | Available links: LinkedIn, Twitter, Website"
ava-labs,"Team member: John Wu | Roles: President | Available links: LinkedIn, Twitter"
ava-labs,"Team member: Lee Schneider | Roles: General Counsel | Available links: LinkedIn, Twitter"
ava-labs,"Team member: Chris Lavery | Roles: CFO | Available links: LinkedIn, Twitter"
ava-labs,Team member: Morgan Krupetsky | Roles: Director of Institutional BD | Available links: LinkedIn
ava-labs,"Team member: Akash Gupta | Roles: Vice President | Available links: LinkedIn, Twitter"
ava-labs,"Team member: Nick Mussallem | Roles: Head of Product | Available links: LinkedIn, Twitter"
ava-labs,Team member: Stephen Buttolph | Roles: Chief Protocol Architect | Available links: LinkedIn
ava-labs,"Team member: John Nahas | Roles: CBO | Available links: LinkedIn, Twitter"
ava-labs,"Team member: Lydia Chiu | Roles: Senior Vice President | Available links: LinkedIn, Twitter"
ava-labs,Team member: Luigi D'Onorio DeMeo | Roles: COO | Available links: Twitter
eden-block,"Team member: Lior Messika | Available links: LinkedIn, Twitter"
eden-block,"Team member: Rami Beracha | Roles: General Partner | Available links: LinkedIn, Twitter"
eden-block,Team member: Orit Freedman Weissman | Roles: General Partner | Available links: LinkedIn
eden-block,"Team member: Yoann Douieb | Available links: LinkedIn, Twitter"
eden-block,"Team member: Nelson Ryan | Roles: Investment Partner | Available links: LinkedIn, Twitter"
eden-block,"Team member: Ian Plunkett | Roles: Venture Partner | Available links: LinkedIn, Twitter"
eden-block,"Team member: Ollie Blears | Roles: Legal Advisor | Available links: LinkedIn, Twitter"
de-fiance-capital,"Team member: Arthur Cheong | Available links: LinkedIn, Twitter"
de-fiance-capital,Team member: Leon Low | Roles: CFO | Available links: LinkedIn
de-fiance-capital,Team member: Aylwin C. | Roles: Venture Partner | Available links: LinkedIn
de-fiance-capital,Team member: Samuel C. | Roles: Principal | Available links: LinkedIn
pet-rock-capital,Team member: Ronald Koo | Available links: LinkedIn
pet-rock-capital,Team member: Darwin Liew | Roles: Venture Partner | Available links: LinkedIn
pet-rock-capital,Team member: Sim Ecclesiastes Joel | Available links: LinkedIn
pet-rock-capital,Team member: Lawrence Lim Wang Jin | Roles: Partner | Available links: LinkedIn
dapper-labs,"Team member: Roham Gharegozlou | Available links: LinkedIn, Twitter"
dapper-labs,"Team member: Dieter Shirley | Available links: LinkedIn, Twitter"
dapper-labs,Team member: Alexander Hentschel | Available links: LinkedIn
dapper-labs,"Team member: Mikhael Naayem | Available links: LinkedIn, Twitter"
dapper-labs,Team member: Stephanie Lemmerman | Roles: CFO | Available links: LinkedIn
dapper-labs,Team member: Alex Levine | Available links: LinkedIn
dapper-labs,Team member: Sam Gharegozlou | Roles: Board Member | Available links: LinkedIn
dapper-labs,"Team member: David Pakman | Roles: Board Member | Available links: LinkedIn, Twitter, Website"
dapper-labs,Team member: Alex Shih | Roles: Board Member | Available links: LinkedIn
dapper-labs,"Team member: Hamilton Helmer | Roles: Board Member | Available links: LinkedIn, Twitter"
dapper-labs,"Team member: Chris Dixon | Roles: Board Member | Available links: LinkedIn, Twitter, Website"
dapper-labs,"Team member: Fred Wilson | Roles: Board Member | Available links: LinkedIn, Twitter"
dapper-labs,"Team member: Dan Rose | Roles: Board Member | Available links: LinkedIn, Twitter"
dapper-labs,"Team member: Justin Waldron | Roles: Advisor | Available links: LinkedIn, Twitter"
dapper-labs,"Team member: Bing Gordon | Roles: Advisor | Available links: LinkedIn, Twitter"
dapper-labs,Team member: Bryan Gross | Roles: Advisor | Available links: LinkedIn
greylock-partners,"Team member: Jacob Andreou | Roles: Partner | Available links: LinkedIn, Twitter"
greylock-partners,Team member: Asheem Chandna | Roles: Partner | Available links: LinkedIn
greylock-partners,Team member: Jerry Chen | Roles: Partner | Available links: LinkedIn
greylock-partners,Team member: Mor Chen | Roles: Partner | Available links: LinkedIn
greylock-partners,Team member: Mike Duboe | Roles: Partner | Available links: LinkedIn
greylock-partners,Team member: Reid Hoffman | Roles: Partner | Available links: LinkedIn
greylock-partners,Team member: Christine Kim | Roles: Partner | Available links: LinkedIn
greylock-partners,Team member: Sophia Luo | Roles: Partner | Available links: LinkedIn
greylock-partners,Team member: Saam Motamedi | Roles: Partner | Available links: LinkedIn
greylock-partners,Team member: Corinne Riley | Roles: Partner | Available links: LinkedIn
greylock-partners,Team member: Jason Risch | Roles: Partner | Available links: LinkedIn
greylock-partners,Team member: Seth Rosenberg | Roles: Partner | Available links: LinkedIn
foresight-ventures,"Team member: Forest Bai | Available links: LinkedIn, Twitter"
foresight-ventures,"Team member: Xin Pei | Roles: Chief Investment Officer | Available links: LinkedIn, Twitter"
foresight-ventures,Team member: Min Xue | Roles: Investment Partner | Available links: Twitter
foresight-ventures,Team member: Alice Li | Roles: Investment Partner | Available links: Twitter
foresight-ventures,Team member: Ian Xu | Roles: Vice President | Available links: Twitter
foresight-ventures,Team member: Maggie Wu | Roles: Research Lead | Available links: Twitter
foresight-ventures,"Team member: Azeem Khan | Roles: Venture Partner | Available links: LinkedIn, Twitter"
symbolic-capital,"Team member: Kenzi Wang | Roles: Co-Founder | Available links: LinkedIn, Twitter, Website, Telegram"
symbolic-capital,Team member: Sandeep Nailwal | Roles: Co-Founder | Available links: Twitter
symbolic-capital,Team member: Sam Lehman | Roles: Principal | Available links: LinkedIn
symbolic-capital,"Team member: Chad Liu | Roles: Investor | Available links: LinkedIn, Twitter"
ngc-ventures,Team member: Roger Lim | Roles: Founding Partner | Available links: LinkedIn
ngc-ventures,Team member: Tony Gu | Roles: Founding Partner | Available links: LinkedIn
ngc-ventures,Team member: Wayne Zhu | Roles: General Partner
ngc-ventures,"Team member: Jack Lu | Roles: Partner | Available links: LinkedIn, Twitter"
ngc-ventures,Team member: Zi hao Chen | Roles: Partner
ngc-ventures,Team member: Adam Alexander Arreola | Roles: Investment Associate | Available links: LinkedIn
ngc-ventures,Team member: Chris Miller | Roles: Investor | Available links: LinkedIn
ngc-ventures,Team member: Alvin Leong | Roles: Investor | Available links: LinkedIn
ngc-ventures,Team member: Cherry Xie | Roles: Investor
ngc-ventures,Team member: Henry Zhang | Roles: Investor | Available links: LinkedIn
ngc-ventures,Team member: Yaoher Pang | Roles: Investor | Available links: LinkedIn
ngc-ventures,Team member: Hsinci Tan | Roles: Investor
lattice,"Team member: Regan Bozman | Roles: Co-Founder | Available links: LinkedIn, Twitter"
lattice,"Team member: Mike Zajko | Roles: Co-Founder | Available links: LinkedIn, Twitter"
lattice,"Team member: Rachel Aldrich | Roles: COO | Available links: LinkedIn, Twitter"
collab-currency,Team member: steve | Roles: Managing Partner | Available links: Twitter
collab-currency,Team member: Derek Edws | Roles: Managing Partner | Available links: Twitter
collab-currency,Team member: amanda | Roles: Investor | Available links: Twitter
collab-currency,Team member: Arad | Roles: Investor | Available links: Twitter
collab-currency,Team member: greg | Roles: Investor | Available links: Twitter
collab-currency,Team member: karen | Roles: Investor | Available links: Twitter
collab-currency,Team member: Ronan | Roles: Investor | Available links: Twitter
collab-currency,Team member: Justin Hall | Roles: Director of Finance | Available links: Twitter
collab-currency,Team member: Zack Rosenblatt | Roles: Chief of Staff | Available links: Twitter
paper-ventures,Team member: Danish Chaudhry | Roles: Co-Founder | Available links: LinkedIn
paper-ventures,Team member: Oliver Blakey | Roles: Co-Founder | Available links: LinkedIn
paper-ventures,Team member: Ivailo Jordanov | Roles: Partner | Available links: LinkedIn
cyber-fund,"Team member: Konstantin Lomashuk | Available links: LinkedIn, Twitter"
cyber-fund,"Team member: Vasiliy Shapovalov | Available links: LinkedIn, Twitter"
borderless-capital,"Team member: Arul Murugan | Available links: LinkedIn, Twitter"
borderless-capital,Team member: Michel Dahdah | Roles: Advisor | Available links: LinkedIn
borderless-capital,Team member: Nicholas Dulger | Roles: Director Of Operations | Available links: LinkedIn
borderless-capital,Team member: Sebastian Raul Wain | Roles: Limited Partner | Available links: LinkedIn
borderless-capital,Team member: Edward Lashinsk | Roles: Head of Trading | Available links: LinkedIn
borderless-capital,Team member: Dhagash Shah | Roles: Associate | Available links: LinkedIn
borderless-capital,Team member: Austin Pidoriano | Roles: Principal | Available links: LinkedIn
borderless-capital,Team member: Brian Prilick | Roles: Partner | Available links: LinkedIn
borderless-capital,Team member: Patrick O'Kain | Roles: Partner | Available links: LinkedIn
borderless-capital,Team member: Amit Mehra | Roles: Partner | Available links: LinkedIn
cypher-capital,Team member: Bijan Alizadeh | Roles: General Partner | Available links: LinkedIn
cypher-capital,Team member: Bill Qian | Roles: Chairman | Available links: LinkedIn
cypher-capital,Team member: Vineet Budki
cypher-capital,Team member: Elaine Liu | Roles: Partner
cypher-capital,Team member: Farbod Nassiri | Roles: Finance Manager | Available links: LinkedIn
cypher-capital,Team member: Stefan Piech | Roles: Advisor | Available links: LinkedIn
chapter-one,"Team member: Jeff Morris Jr. | Roles: Managing Partner | Available links: LinkedIn, Twitter"
chapter-one,"Team member: Jamesin Seidel | Roles: Investment Partner | Available links: LinkedIn, Twitter"
chapter-one,"Team member: Alex Labossiere | Roles: Investment Partner | Available links: LinkedIn, Twitter"
chapter-one,"Team member: Ty Wilkins | Roles: Venture Partner | Available links: LinkedIn, Twitter"
chapter-one,Team member: Doug Dyer
chapter-one,"Team member: Dakota Torres | Roles: Director of Finance | Available links: LinkedIn, Twitter"
chapter-one,"Team member: Lauren Hill | Roles: Executive Assistant | Available links: LinkedIn, Twitter"
arkstream-capital,Team member: Ye Su | Roles: Founding Partner | Available links: LinkedIn
arkstream-capital,Team member: Taylor Zhang | Roles: Managing Partner | Available links: LinkedIn
arkstream-capital,Team member: Warren Fang | Roles: General Partner | Available links: LinkedIn
arkstream-capital,Team member: Tsz Chung Chung | Roles: Investment Partner | Available links: LinkedIn
arkstream-capital,Team member: Jean Zheng | Roles: Venture Partner | Available links: LinkedIn
ton-foundation,Team member: Maximilian Crown | Roles: CEO
ton-foundation,"Team member: Manuel Stotz | Roles: President | Available links: LinkedIn, Twitter"
ton-foundation,"Team member: Max Pertsovskiy | Roles: COO | Available links: LinkedIn, Twitter"
ton-foundation,"Team member: Steve Yun | Roles: Council member | Available links: LinkedIn, Twitter"
ton-foundation,Team member: Barbara Schupbach | Roles: Council member
placeholder-ventures,Team member: Joel Monegro | Roles: Partner | Available links: Twitter
placeholder-ventures,Team member: Chris Burniske | Roles: Partner | Available links: Twitter
placeholder-ventures,Team member: Mario Laul | Roles: Head of Research | Available links: Twitter
placeholder-ventures,Team member: Brad Burnham | Roles: Venture Partner | Available links: Twitter
placeholder-ventures,Team member: Shelly Gogol | Roles: General Manager | Available links: LinkedIn
placeholder-ventures,Team member: Gurnoor Narula | Roles: Research Analyst | Available links: Twitter
matter-labs,"Team member: Alex Gluchowski | Available links: LinkedIn, Twitter"
matter-labs,"Team member: Zoe Gadsden | Roles: COO | Available links: LinkedIn, Twitter"
matter-labs,"Team member: Anthony Rose | Roles: CTO | Available links: LinkedIn, Twitter"
matter-labs,Team member: Geoffrey Thompson | Roles: General Counsel | Available links: LinkedIn
find-satoshi-lab,Team member: Shiti Rastogi Manghani | Roles: CEO | Available links: LinkedIn
find-satoshi-lab,Team member: Jerry Huang | Roles: Founder | Available links: LinkedIn
find-satoshi-lab,"Team member: Yawn Rong | Roles: Co-Founder | Available links: LinkedIn, Twitter"
find-satoshi-lab,Team member: Mable Jiang | Roles: Chief Revenue Officer | Available links: LinkedIn
find-satoshi-lab,Team member: johnny | Roles: Chief Gaming Officer | Available links: Twitter
find-satoshi-lab,Team member: James Werkeiser | Roles: COO | Available links: LinkedIn
fireblocks,Team member: Michael Shaulov | Roles: CEO | Available links: LinkedIn
fireblocks,Team member: Pavel Berengoltz | Available links: LinkedIn
fireblocks,"Team member: Idan Ofrat | Available links: LinkedIn, Twitter"
