fund_slug,description
better-capital,"Date: May 25, 2022 | Company: STAN | Amount: $2,400,000 | Stage: Seed | Category: Social"
better-capital,"Date: Jun 01, 2022 | Company: Liminal | Amount: $4,700,000 | Stage: Seed | Category: Blockchain Service"
better-capital,"Date: Aug 07, 2023 | Company: Rep3 | Stage: Pre Seed | Category: Blockchain Service"
better-capital,"Date: Apr 11, 2022 | Company: Glip | Amount: $3,000,000 | Stage: Pre-Series A | Category: Blockchain Service"
better-capital,"Date: Apr 04, 2022 | Company: One World Nation | Amount: $2,000,000 | Stage: Seed | Category: NFT"
backend-capital,"Date: Nov 10, 2021 | Company: Zebec Network | Amount: $6,000,000 | Stage: Seed | Category: DeFi"
backend-capital,"Date: Jun 08, 2021 | Company: Flare | Amount: $11,300,000 | Stage: Undisclosed | Category: Chain"
backend-capital,"Date: Aug 07, 2023 | Company: unshETH Ether | Amount: $3,300,000 | Stage: Seed | Category: DeFi"
iqoniq-growth,"Date: Oct 21, 2021 | Company: FTX Token | Amount: $420,700,000 | Stage: Extended Series B | Category: CeFi"
iqoniq-growth,"Date: Aug 07, 2023 | Company: unshETH Ether | Amount: $3,300,000 | Stage: Seed | Category: DeFi"
nexara-ventures,"Date: Aug 04, 2023 | Company: Moonbox | Amount: $2,500,000 | Stage: Strategic | Category: NFT"
luminous-ventures,"Date: Mar 07, 2019 | Company: Hadean | Amount: $10,000,000 | Stage: Undisclosed | Category: Blockchain Service"
luminous-ventures,"Date: Aug 03, 2023 | Company: Orbital | Amount: $6,400,000 | Stage: Undisclosed | Category: Blockchain Service"
bored-room-ventures,"Date: Aug 02, 2023 | Company: Terminal 3 | Stage: Pre Seed | Category: Blockchain Service"
utec,"Date: Jul 28, 2023 | Company: HashPort | Amount: $8,500,000 | Stage: Series C | Category: Blockchain Service"
utec,"Date: Jan 20, 2023 | Company: HashPort | Amount: $6,900,000 | Stage: Undisclosed | Category: Blockchain Service"
akash-network,"Date: Nov 22, 2021 | Company: UniX Gaming | Amount: $28,000,000 | Stage: Undisclosed | Category: GameFi"
akash-network,"Date: May 19, 2022 | Company: Saga | Amount: $6,500,000 | Stage: Seed | Category: Chain"
akash-network,"Date: Jul 27, 2023 | Company: Passage | Amount: $6,000,000 | Stage: Private Token Sale | Category: Social"
akash-network,"Date: Dec 01, 2022 | Company: Web3 Working Group | Amount: $2,000,000 | Stage: Undisclosed | Category: Blockchain Service"
rebase-d-ventures,"Date: Jun 20, 2023 | Company: Singularity | Amount: $1,100,000 | Stage: Seed | Category: DeFi"
rebase-d-ventures,"Date: Jul 27, 2023 | Company: EthStorage | Amount: $7,000,000 | Stage: Seed | Category: Blockchain Service"
avant-blockchain-capital,"Date: Jul 27, 2023 | Company: EthStorage | Amount: $7,000,000 | Stage: Seed | Category: Blockchain Service"
w3-hitchhiker,"Date: Jul 27, 2023 | Company: EthStorage | Amount: $7,000,000 | Stage: Seed | Category: Blockchain Service"
tis-japan,"Date: Jul 26, 2023 | Company: FiNANCiE | Amount: $10,800,000 | Stage: Undisclosed | Category: Blockchain Service"
tis-japan,"Date: Dec 01, 2020 | Company: Credify | Amount: $740,000 | Stage: Seed | Category: Social"
snowflake,"Date: Jul 26, 2023 | Company: nxyz | Stage: M&A | Category: Blockchain Service"
seeder-fund,"Date: Nov 30, 2022 | Company: Keyrock | Amount: $72,000,000 | Stage: Series B | Category: CeFi"
seeder-fund,"Date: Jul 25, 2023 | Company: Kandle | Amount: $1,700,000 | Stage: Seed | Category: GameFi"
seeder-fund,"Date: Apr 26, 2018 | Company: Keyrock | Amount: $1,093,000 | Stage: Seed | Category: CeFi"
good-capital,"Date: Jul 25, 2023 | Company: Kandle | Amount: $1,700,000 | Stage: Seed | Category: GameFi"
nil,"Date: Jul 25, 2023 | Company: Fabric Cryptography | Amount: $6,000,000 | Stage: Pre Seed | Category: Blockchain Infrastructure"
saama,"Date: Jul 25, 2023 | Company: Kandle | Amount: $1,700,000 | Stage: Seed | Category: GameFi"
amino-capital,"Date: Sep 01, 2021 | Company: AnChain.ai | Amount: $10,000,000 | Stage: Series A | Category: Social"
amino-capital,"Date: Jul 24, 2023 | Company: Dmail | Stage: Pre-Series A | Category: Blockchain Service"
amino-capital,"Date: Jul 12, 2023 | Company: Artela | Amount: $6,000,000 | Stage: Seed | Category: Chain"
amino-capital,"Date: Feb 14, 2020 | Company: AnChain.ai | Amount: $4,300,000 | Stage: Pre-Series A | Category: Social"
amino-capital,"Date: Feb 08, 2022 | Company: Dmail | Stage: Strategic | Category: Blockchain Service"
lead-capital,"Date: May 21, 2022 | Company: AFKDAO | Amount: $3,000,000 | Stage: Private Token Sale | Category: GameFi"
lead-capital,"Date: Jun 21, 2022 | Company: MetaOne | Amount: $2,000,000 | Stage: Undisclosed | Category: GameFi"
lead-capital,"Date: Jul 24, 2023 | Company: Dmail | Stage: Pre-Series A | Category: Blockchain Service"
lead-capital,"Date: Feb 11, 2022 | Company: Summoners Arena | Amount: $3,000,000 | Stage: Seed | Category: GameFi"
tsingting-capital,"Date: Jun 15, 2022 | Company: Soulbound | Amount: $3,600,000 | Stage: Seed | Category: Social"
tsingting-capital,"Date: Jul 24, 2023 | Company: Dmail | Stage: Pre-Series A | Category: Blockchain Service"
tsingting-capital,"Date: Jan 31, 2022 | Company: MetaDojo | Amount: $3,000,000 | Stage: Seed | Category: NFT"
tsingting-capital,"Date: Feb 02, 2022 | Company: InvArch | Amount: $1,750,000 | Stage: Seed | Category: Chain"
gravity-ventures,"Date: May 11, 2022 | Company: Mara | Amount: $23,000,000 | Stage: Undisclosed | Category: CeFi"
gravity-ventures,"Date: Jul 24, 2023 | Company: Hibiki Run | Amount: $1,000,000 | Stage: Seed | Category: GameFi"
red-swiss-venture-capital,"Date: Nov 20, 2021 | Company: Age of Tanks | Stage: Undisclosed | Category: GameFi"
red-swiss-venture-capital,"Date: Jul 24, 2023 | Company: Dmail | Stage: Pre-Series A | Category: Blockchain Service"
string-ventures,"Date: Sep 05, 2016 | Company: Crypto Facilities | Amount: $1,500,000 | Stage: Undisclosed | Category: CeFi"
string-ventures,"Date: Jul 24, 2023 | Company: Hibiki Run | Amount: $1,000,000 | Stage: Seed | Category: GameFi"
heliconia-capital,"Date: Jun 14, 2022 | Company: 2MR Labs | Stage: Seed | Category: NFT"
heliconia-capital,"Date: Jul 24, 2023 | Company: 2MR Labs | Stage: Strategic | Category: NFT"
loneLine,"Date: Jul 24, 2023 | Company: Dmail | Stage: Pre-Series A | Category: Blockchain Service"
patron,"Date: Mar 04, 2022 | Company: Derby Stars | Amount: $6,000,000 | Stage: Seed | Category: GameFi"
patron,"Date: Jul 21, 2023 | Company: Cymbal | Amount: $18,500,000 | Stage: Undisclosed | Category: Blockchain Service"
patron,"Date: Jan 26, 2023 | Company: StoryCo | Amount: $6,000,000 | Stage: Seed | Category: Blockchain Service"
patron,"Date: Feb 08, 2023 | Company: Sesame Labs | Amount: $4,500,000 | Stage: Seed | Category: Blockchain Service"
patron,"Date: Apr 13, 2023 | Company: Tonic | Amount: $5,000,000 | Stage: Seed | Category: NFT"
dsc-investment,"Date: Oct 08, 2014 | Company: Coinplug | Amount: $2,500,000 | Stage: Series A | Category: Blockchain Service"
dsc-investment,"Date: Jul 21, 2023 | Company: Over Protocol | Amount: $8,000,000 | Stage: Undisclosed | Category: Chain"
dsc-investment,"Date: Feb 01, 2021 | Company: Dunamu | Amount: $8,116,000 | Stage: Undisclosed | Category: CeFi"
dsc-investment,"Date: Dec 16, 2021 | Company: Lambda256 (Luniverse) | Amount: $60,000,000 | Stage: Series B | Category: Blockchain Infrastructure"
uta-ventures,"Date: May 03, 2022 | Company: Syndicate | Stage: Undisclosed | Category: DeFi"
uta-ventures,"Date: Mar 15, 2022 | Company: ConsenSys | Amount: $450,000,000 | Stage: Series D | Category: Blockchain Service"
uta-ventures,"Date: Jul 21, 2023 | Company: Cymbal | Amount: $18,500,000 | Stage: Undisclosed | Category: Blockchain Service"
uta-ventures,"Date: Dec 14, 2021 | Company: Danvas | Amount: $7,000,000 | Stage: Seed | Category: NFT"
caa-ventures,"Date: Jun 04, 2015 | Company: Genies | Amount: $6,300,000 | Stage: Series A | Category: NFT"
caa-ventures,"Date: Jul 21, 2023 | Company: Cymbal | Amount: $18,500,000 | Stage: Undisclosed | Category: Blockchain Service"
caa-ventures,"Date: Dec 08, 2017 | Company: Genies | Amount: $3,000,000 | Stage: Strategic | Category: NFT"
schmidt,"Date: Jul 21, 2023 | Company: Over Protocol | Amount: $8,000,000 | Stage: Undisclosed | Category: Chain"
spring-camp,"Date: Jul 21, 2023 | Company: Over Protocol | Amount: $8,000,000 | Stage: Undisclosed | Category: Chain"
coinwcorp,"Date: Mar 24, 2022 | Company: TeaDAO | Amount: $4,600,000 | Stage: Seed | Category: GameFi"
coinwcorp,"Date: Jul 20, 2023 | Company: Marquee | Amount: $1,000,000 | Stage: Seed | Category: DeFi"
coinwcorp,"Date: Feb 20, 2022 | Company: Mecha Morphing | Amount: $3,500,000 | Stage: Private Token Sale | Category: GameFi"
coinwcorp,"Date: Feb 08, 2022 | Company: Tradelize | Stage: Seed | Category: DeFi"
coinwcorp,"Date: Apr 28, 2022 | Company: Reitio | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Service"
the-legaltech,"Date: Jul 20, 2023 | Company: MIDAO | Amount: $1,000,000 | Stage: Undisclosed | Category: Social"
the-legaltech,"Date: Dec 01, 2021 | Company: Coadjute | Amount: $8,000,000 | Stage: Seed | Category: Blockchain Service"
tribute-labs,"Date: Jul 19, 2023 | Company: RISC Zero | Amount: $40,000,000 | Stage: Series A | Category: Blockchain Infrastructure"
xsolla,"Date: Oct 04, 2022 | Company: Horizon Blockchain Games | Amount: $40,000,000 | Stage: Series A | Category: GameFi"
xsolla,"Date: Mar 18, 2022 | Company: C2X | Amount: $25,000,000 | Stage: Undisclosed | Category: GameFi"
xsolla,"Date: Jul 18, 2023 | Company: Hexacore | Amount: $3,500,000 | Stage: Seed | Category: GameFi"
xsolla,"Date: Apr 17, 2023 | Company: Pillz | Stage: Undisclosed | Category: Social"
angelwise,"Date: Jul 18, 2023 | Company: Authic Labs | Stage: Seed | Category: NFT"
graduate-entrepreneur,"Date: Jul 18, 2023 | Company: Authic Labs | Stage: Seed | Category: NFT"
graduate-entrepreneur,"Date: Jan 18, 2023 | Company: Authic Labs | Stage: Pre Seed | Category: NFT"
rockstart,"Date: Jul 18, 2023 | Company: Authic Labs | Stage: Seed | Category: NFT"
rockstart,"Date: Jan 18, 2023 | Company: Authic Labs | Stage: Pre Seed | Category: NFT"
rockstart,"Date: Apr 22, 2025 | Company: Inflow | Amount: $1,100,000 | Stage: Pre Seed | Category: Blockchain Service"
scalo-technologies,"Date: Jul 18, 2023 | Company: Hexacore | Amount: $3,500,000 | Stage: Seed | Category: GameFi"
seedblink,"Date: Jul 18, 2023 | Company: Authic Labs | Stage: Seed | Category: NFT"
sinovation-ventures,"Date: Jun 23, 2020 | Company: Moqun Qukuailian | Amount: $3,000,000 | Stage: Angel | Category: Social"
sinovation-ventures,"Date: Jul 14, 2023 | Company: MetaCene | Amount: $5,000,000 | Stage: Seed | Category: GameFi"
sinovation-ventures,"Date: Apr 09, 2017 | Company: Bitmain | Stage: Series A | Category: Blockchain Service"
gradient-ventures,"Date: Jun 06, 2023 | Company: Meanwhile | Amount: $20,500,000 | Stage: Seed | Category: Social"
gradient-ventures,"Date: Jul 13, 2023 | Company: Roi | Amount: $3,600,000 | Stage: Undisclosed | Category: Social"
gradient-ventures,"Date: Jan 13, 2022 | Company: Conduit | Amount: $17,000,000 | Stage: Seed | Category: Blockchain Service"
gradient-ventures,"Date: Feb 02, 2023 | Company: BlockJoy | Amount: $11,000,000 | Stage: Series A | Category: Blockchain Service"
gradient-ventures,"Date: Aug 24, 2022 | Company: Spectral | Amount: $23,000,000 | Stage: Undisclosed | Category: Blockchain Service"
draper-goren-holm,"Date: Sep 14, 2022 | Company: Ownera | Amount: $20,000,000 | Stage: Series A | Category: Blockchain Service"
draper-goren-holm,"Date: May 12, 2023 | Company: Dolomite | Amount: $2,500,000 | Stage: Undisclosed | Category: DeFi"
draper-goren-holm,"Date: Jul 12, 2023 | Company: LunarCrush | Amount: $5,000,000 | Stage: Series A | Category: Social"
draper-goren-holm,"Date: Jan 03, 2022 | Company: Mavryk Finance | Stage: Seed | Category: DeFi"
draper-goren-holm,"Date: Dec 22, 2021 | Company: Dogami | Amount: $6,000,000 | Stage: Undisclosed | Category: GameFi"
acura-capital,"Date: Jul 12, 2023 | Company: Patex | Amount: $10,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
draper-round-table,"Date: Jul 12, 2023 | Company: LunarCrush | Amount: $5,000,000 | Stage: Series A | Category: Social"
shrug-capital,"Date: Nov 11, 2022 | Company: buildspace | Amount: $10,000,000 | Stage: Undisclosed | Category: Blockchain Service"
shrug-capital,"Date: Jul 14, 2022 | Company: Hang | Amount: $16,000,000 | Stage: Series A | Category: Blockchain Service"
shrug-capital,"Date: Jul 11, 2023 | Company: Olympix | Amount: $4,300,000 | Stage: Seed | Category: Blockchain Service"
shrug-capital,"Date: Jul 11, 2022 | Company: Change | Amount: $5,000,000 | Stage: Seed | Category: Blockchain Service"
shrug-capital,"Date: Aug 25, 2022 | Company: thirdweb | Amount: $24,000,000 | Stage: Series A | Category: Blockchain Service"
susa-ventures,"Date: Jul 11, 2023 | Company: Ambient Finance | Amount: $6,500,000 | Stage: Seed | Category: DeFi"
susa-ventures,"Date: Dec 01, 2013 | Company: Robinhood | Amount: $3,000,000 | Stage: Seed | Category: None"
100-100-ventures,"Date: Jul 11, 2023 | Company: KTX.Finance | Amount: $4,000,000 | Stage: Seed | Category: DeFi"
atinum-investment,"Date: Jul 06, 2023 | Company: CryptoQuant | Amount: $6,500,000 | Stage: Series A | Category: Blockchain Service"
atinum-investment,"Date: Aug 02, 2022 | Company: MarqVision | Amount: $20,000,000 | Stage: Series A | Category: Blockchain Service"
asphere-innovations,"Date: Jul 03, 2023 | Company: KUB Coin | Amount: $17,800,000 | Stage: Undisclosed | Category: Chain"
credix,"Date: Jun 29, 2023 | Company: Alloyx | Amount: $2,000,000 | Stage: Pre Seed | Category: DeFi"
contrary,"Date: Jun 28, 2023 | Company: Hook Protocol | Amount: $3,000,000 | Stage: Undisclosed | Category: DeFi"
polkabridge-ventures,"Date: Jun 28, 2023 | Company: BullBear AI | Amount: $1,000,000 | Stage: Strategic | Category: Meme"
struck-capital,"Date: Sep 27, 2022 | Company: Eclipse | Amount: $9,000,000 | Stage: Seed | Category: Chain"
struck-capital,"Date: Nov 09, 2022 | Company: Notifi | Amount: $10,000,000 | Stage: Seed | Category: Blockchain Service"
struck-capital,"Date: Mar 16, 2023 | Company: Soul Wallet | Amount: $3,100,000 | Stage: Seed | Category: Blockchain Service"
struck-capital,"Date: Jun 27, 2023 | Company: Mythical Games | Amount: $37,000,000 | Stage: Extended Series C | Category: GameFi"
struck-capital,"Date: Jun 07, 2022 | Company: Mero | Amount: $3,500,000 | Stage: Series A | Category: DeFi"
own-fund,"Date: Nov 30, 2021 | Company: MetaMundo | Amount: $2,700,000 | Stage: Seed | Category: NFT"
own-fund,"Date: May 03, 2022 | Company: Decrypt | Amount: $10,000,000 | Stage: Seed | Category: Social"
own-fund,"Date: Jun 26, 2023 | Company: Shutter | Amount: $2,360,000 | Stage: Undisclosed | Category: DeFi"
own-fund,"Date: Jan 26, 2023 | Company: ValuesCo | Amount: $2,700,000 | Stage: Seed | Category: Blockchain Service"
own-fund,"Date: Dec 28, 2021 | Company: Myco | Stage: Seed | Category: Social"
infoedge-ventures,"Date: Jun 26, 2023 | Company: AvatarLife | Amount: $1,500,000 | Stage: Seed | Category: GameFi"
infoedge-ventures,"Date: Jun 25, 2020 | Company: Rusk Media | Amount: $2,000,000 | Stage: Seed | Category: Social"
infoedge-ventures,"Date: Aug 19, 2022 | Company: Rusk Media | Amount: $9,500,000 | Stage: Series A | Category: Social"
equilibrium-co,"Date: Jun 26, 2023 | Company: Shutter | Amount: $2,360,000 | Stage: Undisclosed | Category: DeFi"
coinoperatedgroup,"Date: Jun 22, 2023 | Company: Anichess | Amount: $1,500,000 | Stage: Seed | Category: GameFi"
coinoperatedgroup,"Date: Apr 29, 2022 | Company: CrowdPad | Amount: $2,500,000 | Stage: Seed | Category: Social"
708-capital,"Date: Jun 22, 2023 | Company: Anichess | Amount: $1,500,000 | Stage: Seed | Category: GameFi"
asymmetry-capital,"Date: Jun 22, 2023 | Company: Anichess | Amount: $1,500,000 | Stage: Seed | Category: GameFi"
koda-capital,"Date: Jun 22, 2023 | Company: Anichess | Amount: $1,500,000 | Stage: Seed | Category: GameFi"
morph-capital,"Date: Jun 22, 2023 | Company: Northstake | Amount: $3,000,000 | Stage: Undisclosed | Category: DeFi"
the-aventures,"Date: Jun 22, 2023 | Company: Northstake | Amount: $3,000,000 | Stage: Undisclosed | Category: DeFi"
starwin-group,"Date: Jun 21, 2023 | Company: Open Foodie | Amount: $500,000 | Stage: Seed | Category: NFT"
fork-ventures,"Date: Jun 20, 2023 | Company: Singularity | Amount: $1,100,000 | Stage: Seed | Category: DeFi"
fork-ventures,"Date: Jan 22, 2022 | Company: Prismatic | Amount: $2,000,000 | Stage: Seed | Category: Blockchain Service"
global-trading-strategies,"Date: Jun 20, 2023 | Company: EDX Markets | Stage: Strategic | Category: CeFi"
greythorn-asset-management,"Date: Jun 20, 2023 | Company: Singularity | Amount: $1,100,000 | Stage: Seed | Category: DeFi"
miami-international,"Date: Jun 20, 2023 | Company: EDX Markets | Stage: Strategic | Category: CeFi"
sandton-capital-partners,"Date: Jun 20, 2023 | Company: Arkon Energy | Amount: $26,000,000 | Stage: Undisclosed | Category: Blockchain Service"
ac-ventures,"Date: Sep 15, 2022 | Company: Reku | Amount: $11,000,000 | Stage: Series A | Category: CeFi"
ac-ventures,"Date: Oct 21, 2021 | Company: Madworld | Amount: $6,000,000 | Stage: Private Token Sale | Category: NFT"
ac-ventures,"Date: Jun 19, 2023 | Company: Vantient | Amount: $3,450,000 | Stage: Undisclosed | Category: Blockchain Service"
ac-ventures,"Date: Feb 16, 2022 | Company: Honest | Amount: $3,970,000 | Stage: Seed | Category: CeFi"
vulcan-capital,"Date: Oct 26, 2018 | Company: Epic Games | Amount: $1,250,000,000 | Stage: Undisclosed | Category: None"
vulcan-capital,"Date: Jun 28, 2018 | Company: High Fidelity | Amount: $35,000,000 | Stage: Undisclosed | Category: Social"
vulcan-capital,"Date: Jun 19, 2023 | Company: Vantient | Amount: $3,450,000 | Stage: Undisclosed | Category: Blockchain Service"
vulcan-capital,"Date: Jun 01, 2018 | Company: Transparent Systems | Amount: $8,000,000 | Stage: Seed | Category: Blockchain Service"
vulcan-capital,"Date: Feb 25, 2015 | Company: High Fidelity | Amount: $11,000,000 | Stage: Undisclosed | Category: Social"
jones-dao,"Date: Sep 14, 2022 | Company: RELICS | Amount: $1,100,000 | Stage: Undisclosed | Category: Blockchain Service"
jones-dao,"Date: Nov 22, 2022 | Company: Nucleo | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Service"
jones-dao,"Date: Jun 17, 2023 | Company: TapiocaDAO | Amount: $6,000,000 | Stage: Seed | Category: DeFi"
creditease,"Date: Sep 30, 2019 | Company: Dave | Amount: $50,000,000 | Stage: Series B | Category: CeFi"
creditease,"Date: Oct 20, 2017 | Company: Dave | Amount: $13,300,000 | Stage: Series A | Category: CeFi"
creditease,"Date: Jun 15, 2023 | Company: Poko | Amount: $4,500,000 | Stage: Seed | Category: CeFi"
creditease,"Date: Jul 28, 2017 | Company: Marqeta | Amount: $26,000,000 | Stage: Series D | Category: Blockchain Service"
creditease,"Date: Dec 06, 2018 | Company: Cross River | Amount: $100,000,000 | Stage: Series B | Category: Blockchain Service"
openwebcollective,"Date: Oct 20, 2021 | Company: Vorto Gaming | Amount: $4,000,000 | Stage: Seed | Category: GameFi"
openwebcollective,"Date: Jun 15, 2023 | Company: Intuition | Amount: $4,000,000 | Stage: Seed | Category: Blockchain Infrastructure"
openwebcollective,"Date: Aug 11, 2021 | Company: NearPad | Amount: $2,500,000 | Stage: Seed | Category: DeFi"
openwebcollective,"Date: Apr 12, 2022 | Company: Nomad | Amount: $22,000,000 | Stage: Seed | Category: Blockchain Infrastructure"
telefonica-innovation-ventures,"Date: Oct 28, 2019 | Company: Zamna | Amount: $5,000,000 | Stage: Seed | Category: Social"
telefonica-innovation-ventures,"Date: Jun 15, 2023 | Company: Bit2Me | Amount: $15,000,000 | Stage: Undisclosed | Category: CeFi"
telefonica-innovation-ventures,"Date: Jul 23, 2022 | Company: Gamium | Stage: Undisclosed | Category: Social"
telefonica-innovation-ventures,"Date: Feb 05, 2020 | Company: Clear Blockchain Technologie | Amount: $13,000,000 | Stage: Series A | Category: Blockchain Service"
amasia,"Date: Jun 15, 2023 | Company: Poko | Amount: $4,500,000 | Stage: Seed | Category: CeFi"
amasia,"Date: Jan 24, 2022 | Company: ClimateTrade | Amount: $7,000,000 | Stage: Pre-Series A | Category: CeFi"
dentsu-ventures,"Date: Jun 15, 2023 | Company: Poko | Amount: $4,500,000 | Stage: Seed | Category: CeFi"
nazca,"Date: Jun 15, 2023 | Company: Poko | Amount: $4,500,000 | Stage: Seed | Category: CeFi"
stratminds-vc,"Date: Jun 15, 2023 | Company: Bit2Me | Amount: $15,000,000 | Stage: Undisclosed | Category: CeFi"
salesforce-ventures,"Date: Jun 14, 2023 | Company: Mnemonic | Amount: $6,000,000 | Stage: Extended Seed | Category: NFT"
salesforce-ventures,"Date: Jun 10, 2021 | Company: Circulor | Amount: $14,000,000 | Stage: Series A | Category: Blockchain Service"
salesforce-ventures,"Date: Jul 17, 2021 | Company: TRM Labs | Amount: $14,000,000 | Stage: Series A | Category: Blockchain Service"
salesforce-ventures,"Date: Feb 01, 2021 | Company: Robinhood | Amount: $2,400,000,000 | Stage: Undisclosed | Category: None"
salesforce-ventures,"Date: Apr 14, 2022 | Company: Blockdaemon | Stage: Undisclosed | Category: Blockchain Infrastructure"
startsmall,"Date: Jun 14, 2023 | Company: Brink | Amount: $5,000,000 | Stage: Undisclosed | Category: Social"
vc-sila,"Date: Nov 04, 2022 | Company: Cheelee | Amount: $9,300,000 | Stage: Undisclosed | Category: Social"
vc-sila,"Date: Jun 14, 2023 | Company: Cheelee | Amount: $10,000,000 | Stage: Undisclosed | Category: Social"
lightning-capital,"Date: Jun 13, 2023 | Company: GameOn | Amount: $1,700,000 | Stage: Undisclosed | Category: GameFi"
passion-capital,"Date: Jun 13, 2023 | Company: BoomFi | Amount: $3,800,000 | Stage: Seed | Category: Blockchain Service"
id4-ventures,"Date: Jun 12, 2023 | Company: Gensyn | Amount: $43,000,000 | Stage: Series A | Category: Blockchain Service"
id4-ventures,"Date: Jan 01, 2021 | Company: Gensyn | Amount: $1,100,000 | Stage: Pre Seed | Category: Blockchain Service"
fire-eyes,"Date: Oct 03, 2022 | Company: Stems | Amount: $4,000,000 | Stage: Pre Seed | Category: NFT"
fire-eyes,"Date: Mar 15, 2022 | Company: Float Capital | Amount: $5,000,000 | Stage: Seed | Category: DeFi"
fire-eyes,"Date: Jun 08, 2023 | Company: Lens Protocol | Amount: $15,000,000 | Stage: Undisclosed | Category: Social"
fire-eyes,"Date: Jun 01, 2023 | Company: Spinamp | Amount: $1,200,000 | Stage: Undisclosed | Category: Social"
fire-eyes,"Date: Feb 01, 2022 | Company: Galleon | Amount: $1,000,000 | Stage: Seed | Category: DeFi"
bonfire-ventures,"Date: Oct 21, 2021 | Company: OliveX | Amount: $1,700,000 | Stage: Strategic | Category: NFT"
bonfire-ventures,"Date: Jun 08, 2023 | Company: Lens Protocol | Amount: $15,000,000 | Stage: Undisclosed | Category: Social"
bonfire-ventures,"Date: Jun 08, 2022 | Company: Gilded | Amount: $3,250,000 | Stage: Seed | Category: CeFi"
bonfire-ventures,"Date: Feb 26, 2022 | Company: Matrix World | Amount: $5,500,000 | Stage: Seed | Category: GameFi"
bonfire-ventures,"Date: Dec 17, 2021 | Company: Vibra | Amount: $6,000,000 | Stage: Pre-Series A | Category: CeFi"
leo-capital,"Date: Oct 11, 2022 | Company: MakerDojo | Amount: $1,500,000 | Stage: Pre Seed | Category: Blockchain Service"
leo-capital,"Date: Jun 14, 2022 | Company: Zeeve | Amount: $2,650,000 | Stage: Seed | Category: Blockchain Service"
leo-capital,"Date: Jun 08, 2023 | Company: TradingLeagues | Amount: $3,500,000 | Stage: Pre-Series A | Category: GameFi"
leo-capital,"Date: Feb 28, 2022 | Company: DeZy | Amount: $2,200,000 | Stage: Pre-Series A | Category: DeFi"
ruttenberg-gordon,"Date: Sep 28, 2021 | Company: Roll | Amount: $10,000,000 | Stage: Series A | Category: NFT"
ruttenberg-gordon,"Date: Jun 06, 2023 | Company: Dew Drops | Amount: $1,500,000 | Stage: Pre Seed | Category: NFT"
axl-ventures,"Date: Jun 06, 2023 | Company: SafeBay | Amount: $1,115,000 | Stage: Seed | Category: DeFi"
big-sky-capital,"Date: Jun 06, 2023 | Company: SafeBay | Amount: $1,115,000 | Stage: Seed | Category: DeFi"
cargill,"Date: Jun 06, 2023 | Company: Nori | Amount: $6,250,000 | Stage: Undisclosed | Category: CeFi"
noise-dao,"Date: Sep 23, 2022 | Company: Hume | Amount: $11,700,000 | Stage: Series A | Category: NFT"
noise-dao,"Date: Oct 17, 2022 | Company: The New Computer Corporation | Stage: Seed | Category: Blockchain Service"
noise-dao,"Date: Oct 12, 2022 | Company: Nina | Stage: Seed | Category: Social"
noise-dao,"Date: Oct 03, 2022 | Company: Stems | Amount: $4,000,000 | Stage: Pre Seed | Category: NFT"
noise-dao,"Date: Jun 01, 2023 | Company: Spinamp | Amount: $1,200,000 | Stage: Undisclosed | Category: Social"
crv,"Date: May 12, 2022 | Company: Belo | Amount: $3,000,000 | Stage: Seed | Category: CeFi"
crv,"Date: May 11, 2022 | Company: Ecosapiens | Amount: $1,500,000 | Stage: Undisclosed | Category: NFT"
crv,"Date: Mar 04, 2022 | Company: Inworld AI | Amount: $10,000,000 | Stage: Strategic | Category: Blockchain Service"
crv,"Date: Jun 01, 2023 | Company: Demox Labs | Amount: $4,500,000 | Stage: Pre Seed | Category: Blockchain Service"
crv,"Date: Aug 23, 2022 | Company: Inworld AI | Amount: $50,000,000 | Stage: Series A | Category: Blockchain Service"
kearny-jackson,"Date: Jun 29, 2022 | Company: Fitmint | Amount: $1,600,000 | Stage: Seed | Category: GameFi"
kearny-jackson,"Date: Jun 01, 2023 | Company: Demox Labs | Amount: $4,500,000 | Stage: Pre Seed | Category: Blockchain Service"
perridon-holdings,"Date: Nov 25, 2022 | Company: nftperp | Amount: $1,700,000 | Stage: Seed | Category: DeFi"
perridon-holdings,"Date: May 31, 2023 | Company: Anoma | Amount: $25,000,000 | Stage: Undisclosed | Category: Blockchain Infrastructure"
perridon-holdings,"Date: May 17, 2023 | Company: Airstack | Amount: $4,000,000 | Stage: Extended Pre-Seed | Category: Blockchain Service"
perridon-holdings,"Date: Mar 30, 2023 | Company: LI.FI | Amount: $17,500,000 | Stage: Series A | Category: Blockchain Infrastructure"
perridon-holdings,"Date: Mar 03, 2022 | Company: QHUB | Amount: $12,000,000 | Stage: Seed | Category: DeFi"
north-beta-capital,"Date: May 31, 2023 | Company: Hogwarts Labs | Amount: $8,000,000 | Stage: Pre-Series A | Category: Blockchain Service"
north-beta-capital,"Date: Feb 28, 2023 | Company: DigiFT | Amount: $10,500,000 | Stage: Pre-Series A | Category: DeFi"
synchrony-ventures,"Date: May 31, 2023 | Company: Magic | Amount: $52,000,000 | Stage: Strategic | Category: Blockchain Infrastructure"
